,Ano Evento,Mês Evento,Subestação Hier.Geoelétrica,Alimentador Hier.Geoelétrica,Bloco Alimentador Hier.Geoelétrica,Transformador Hier.Geoelétrica,Pot,Cod Grupo Causa GPO,Grupo Causa GPO,Cod Causa Evento,Causa Evento,DIC Transformador,FIC Transformador,Duração
10216,2014,06/2014,TBU,TBU-L4,69396,69396,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.0,1.0,0.0
10217,2014,09/2014,TBU,TBU-L4,69396,69396,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.35,1.0,3.35
10218,2014,12/2014,TBU,TBU-L4,69396,69396,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,1.36944,1.0,1.36944
10219,2014,12/2014,TBU,TBU-L4,69396,69396,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
10220,2014,12/2014,TBU,TBU-L4,69396,69396,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,3.0,1.0,0.0
10221,2014,12/2014,TBU,TBU-L4,69396,69396,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,3.0,1.0,0.0
10222,2014,12/2014,TBU,TBU-L4,69396,69396,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.0,1.0,0.0
10223,2014,12/2014,TBU,TBU-L4,69396,69396,112.5,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C297,VENTOS FORTES,2.03333,1.0,2.03333
10224,2014,12/2014,TBU,TBU-L4,69396,69396,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C279,PRESTES A SE ROMPER,1.25,1.0,1.25
10225,2013,08/2013,MGB,MGB-L3,69502,69502,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,2.72694,1.0,2.72694
10226,2014,06/2014,MGB,MGB-L3,69502,69502,225.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.93111,1.0,0.93111
10227,2014,06/2014,MGB,MGB-L3,69508,69508,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.93111,1.0,0.93111
10228,2013,06/2013,CPX,CPX-L2,1360,69512,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C196,SOBRETENSÃO,3.0,1.0,0.0
10229,2013,10/2013,CPX,CPX-L2,1360,69512,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,8.92346,91.0,0.09806000000000001
10230,2013,12/2013,CPX,CPX-L2,1360,69512,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,212.06604,93.0,2.28028
10231,2014,02/2014,CPX,CPX-L2,1360,69512,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C197,SUBTENSÃO,261.95031,93.0,2.8166700000000002
10232,2013,12/2013,CPX,CPX-L2,69554,69554,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,11.59488,54.0,0.21472
10233,2013,11/2013,TBU,TBU-L5,69692,69692,300.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,0.08389,1.0,0.08389
10234,2014,02/2014,TBU,TBU-L2,69767,69767,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,434.14896,157.0,2.7652799999999997
10235,2014,07/2014,TBU,TBU-L2,69767,69767,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,45.4243,155.0,0.29306000000000004
10236,2014,12/2014,TBU,TBU-L2,69767,69767,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C196,SOBRETENSÃO,214.9995,150.0,1.43333
10237,2014,12/2014,TBU,TBU-L2,69767,69767,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,3.0,1.0,0.0
10238,2014,12/2014,TBU,TBU-L2,69767,69767,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
10239,2014,02/2014,TBU,TBU-L2,0308,69777,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,12.06748,58.0,0.20806
10240,2014,07/2014,TBU,TBU-L2,0308,69777,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,17.5836,60.0,0.29306
10241,2014,01/2014,MGB,MGB-L3,69779,69779,75.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C299,POLUIÇÃO,49.11669,7.0,7.0166699999999995
10242,2014,03/2014,MGB,MGB-L3,69779,69779,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C412,DEFEITO EM CONEXÃO,7.81669,7.0,1.11667
10243,2014,03/2014,MGB,MGB-L3,69779,69779,75.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C299,POLUIÇÃO,3.0,1.0,0.0
10244,2014,01/2014,TBU,TBU-L6,69809,69809,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,1.48333,1.0,1.48333
10245,2014,02/2014,MGB,MGB-L3,69823,69823,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,247.91627,119.0,2.08333
10246,2014,02/2014,MGB,MGB-L3,69823,69823,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,301.46627,119.0,2.53333
10247,2014,03/2014,MGB,MGB-L3,69823,69823,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,3.0,1.0,0.0
10248,2014,03/2014,MGB,MGB-L3,69823,69823,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C412,DEFEITO EM CONEXÃO,131.76706,118.0,1.1166699999999998
10249,2014,03/2014,MGB,MGB-L3,69823,69823,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
10250,2014,04/2014,MGB,MGB-L3,69823,69823,75.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C297,VENTOS FORTES,171.1,118.0,1.45
10251,2014,06/2014,MGB,MGB-L3,69823,69823,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,309.06918,119.0,2.59722
10252,2014,12/2014,MGB,MGB-L3,69823,69823,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
10253,2014,12/2014,MGB,MGB-L3,69823,69823,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,3.0,1.0,0.0
10254,2014,12/2014,MGB,MGB-L3,69823,69823,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C412,DEFEITO EM CONEXÃO,3.0,1.0,0.0
10255,2014,12/2014,MGB,MGB-L3,69823,69823,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.0,1.0,0.0
10256,2014,12/2014,MGB,MGB-L3,69823,69823,75.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C297,VENTOS FORTES,3.0,1.0,0.0
10257,2013,10/2013,TBU,TBU-L5,69833,69833,300.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,3.74166,3.0,1.24722
10258,2013,11/2013,TBU,TBU-L5,69833,69833,300.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.10393,37.0,0.08389
10259,2014,07/2014,JPS/A,JPS/A-L9,12382,69900,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C282,DESNIVELADO,45.20004,12.0,3.76667
10260,2014,06/2014,MGB,MGB-L5,69943,69943,15.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,0.48583,1.0,0.48583
10261,2014,08/2014,MGB,MGB-L5,-1,69943,15.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C383,FALHA EM CONEXÃO/JUM,5.08333,1.0,5.08333
10262,2014,06/2014,MGB,MGB-L5,69946,69946,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,0.48583,1.0,0.48583
10263,2014,08/2014,MGB,MGB-L5,-1,69946,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C383,FALHA EM CONEXÃO/JUM,5.08333,1.0,5.08333
10264,2014,02/2014,MGB,MGB-L7,5095,69949,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,71.17461,117.0,0.60833
10265,2014,06/2014,MGB,MGB-L3,69971,69971,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,0.93111,1.0,0.93111
10266,2014,01/2014,TBU,TBU-L1,11158,69985,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
10267,2014,01/2014,TBU,TBU-L1,11158,69985,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,3.0,1.0,0.0
10268,2014,03/2014,TBU,TBU-L1,11158,69985,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
10269,2014,03/2014,TBU,TBU-L1,11158,69985,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,3.0,1.0,0.0
10270,2012,06/2012,TBU,TBU-L4,94986,94986,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C432,DEFEITO NA CHAVE,1.69194,1.0,1.69194
10271,2012,08/2012,TBU,TBU-L4,94986,94986,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,0.21833,1.0,0.21833
10272,2013,07/2013,TBU,TBU-L4,94986,94986,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.68083,1.0,0.68083
10273,2013,10/2013,TBU,TBU-L4,94986,94986,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C288,PRESTES A SE ROMPER,4.3,1.0,4.3
10274,2014,03/2014,TBU,TBU-L4,94986,94986,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,1.28361,1.0,1.28361
10275,2014,05/2014,TBU,TBU-L4,94986,94986,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.01667,1.0,3.01667
10276,2014,05/2014,TBU,TBU-L4,94986,94986,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,2.38333,1.0,2.38333
10277,2014,05/2014,TBU,TBU-L4,94986,94986,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,2.8,1.0,2.8
10278,2014,06/2014,TBU,TBU-L4,94986,94986,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
10279,2014,06/2014,TBU,TBU-L4,94986,94986,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,3.0,1.0,0.0
10280,2014,06/2014,TBU,TBU-L4,94986,94986,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.0,1.0,0.0
10281,2014,09/2014,TBU,TBU-L4,94986,94986,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.35,1.0,3.35
10282,2014,12/2014,TBU,TBU-L4,94986,94986,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,1.36944,1.0,1.36944
10283,2014,12/2014,TBU,TBU-L4,94986,94986,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
10284,2014,12/2014,TBU,TBU-L4,94986,94986,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,3.0,1.0,0.0
10285,2014,12/2014,TBU,TBU-L4,94986,94986,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,3.0,1.0,0.0
10286,2014,12/2014,TBU,TBU-L4,94986,94986,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.0,1.0,0.0
10287,2014,12/2014,TBU,TBU-L4,94986,94986,150.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C297,VENTOS FORTES,2.03333,1.0,2.03333
10288,2014,12/2014,TBU,TBU-L4,94986,94986,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C279,PRESTES A SE ROMPER,1.25,1.0,1.25
10289,2012,06/2012,TBU,TBU-L4,94987,94987,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C432,DEFEITO NA CHAVE,1.69194,1.0,1.69194
10290,2012,08/2012,TBU,TBU-L4,94987,94987,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,0.21833,1.0,0.21833
10291,2013,07/2013,TBU,TBU-L4,94987,94987,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.68083,1.0,0.68083
10292,2013,09/2013,TBU,TBU-L4,94987,94987,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C181,PARA-RAIOS CURTO-CIR,0.88333,1.0,0.88333
10293,2013,09/2013,TBU,TBU-L4,94987,94987,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,3.0,1.0,0.0
10294,2013,10/2013,TBU,TBU-L4,94987,94987,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C288,PRESTES A SE ROMPER,4.3,1.0,4.3
10295,2014,03/2014,TBU,TBU-L4,94987,94987,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,1.28361,1.0,1.28361
10296,2014,05/2014,TBU,TBU-L4,94987,94987,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.01667,1.0,3.01667
10297,2014,05/2014,TBU,TBU-L4,94987,94987,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,2.38333,1.0,2.38333
10298,2014,05/2014,TBU,TBU-L4,94987,94987,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,2.8,1.0,2.8
10299,2014,06/2014,TBU,TBU-L4,94987,94987,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
10300,2014,06/2014,TBU,TBU-L4,94987,94987,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,3.0,1.0,0.0
10301,2014,06/2014,TBU,TBU-L4,94987,94987,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.0,1.0,0.0
10302,2014,09/2014,TBU,TBU-L4,94987,94987,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.35,1.0,3.35
10303,2014,12/2014,TBU,TBU-L4,94987,94987,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,1.36944,1.0,1.36944
10304,2014,12/2014,TBU,TBU-L4,94987,94987,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,3.0,1.0,0.0
10305,2014,12/2014,TBU,TBU-L4,94987,94987,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,3.0,1.0,0.0
10306,2014,12/2014,TBU,TBU-L4,94987,94987,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,3.0,1.0,0.0
10307,2014,12/2014,TBU,TBU-L4,94987,94987,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,3.0,1.0,0.0
10308,2014,12/2014,TBU,TBU-L4,94987,94987,150.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C297,VENTOS FORTES,2.03333,1.0,2.03333
10309,2014,12/2014,TBU,TBU-L4,94987,94987,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C279,PRESTES A SE ROMPER,1.25,1.0,1.25
10310,2012,06/2012,TBU,TBU-L4,94988,94988,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C432,DEFEITO NA CHAVE,42.2985,25.0,1.6919399999999998
10311,2012,08/2012,TBU,TBU-L4,94988,94988,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,5.45825,25.0,0.21833
10312,2013,07/2013,TBU,TBU-L4,94988,94988,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,17.02075,25.0,0.6808299999999999
10313,2014,03/2014,TBU,TBU-L4,94988,94988,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,32.09025,25.0,1.28361
10314,2014,05/2014,TBU,TBU-L4,94988,94988,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,2.08325,25.0,0.08333
10315,2014,12/2014,TBU,TBU-L4,94988,94988,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,34.236,25.0,1.36944
10316,2012,06/2012,TBU,TBU-L4,94989,94989,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C432,DEFEITO NA CHAVE,1.69194,1.0,1.69194
10317,2012,08/2012,TBU,TBU-L4,94989,94989,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C322,JUMPER BT,0.21833,1.0,0.21833
10318,2013,07/2013,TBU,TBU-L4,94989,94989,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.68083,1.0,0.68083
10319,2014,03/2014,TBU,TBU-L4,94989,94989,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,1.28361,1.0,1.28361
10320,2014,05/2014,TBU,TBU-L4,94989,94989,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,0.08333,1.0,0.08333
10321,2012,07/2012,CPX,CPX-L1,95474,95474,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,0.79111,2.0,0.395555
10322,2012,07/2012,CPX,CPX-L1,95474,95474,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,1.49056,1.0,1.49056
10323,2012,08/2012,CPX,CPX-L1,95474,95474,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,0.45806,1.0,0.45806
10324,2012,09/2012,CPX,CPX-L1,95474,95474,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,3.0,1.0,0.0
10325,2012,09/2012,CPX,CPX-L1,95474,95474,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
10326,2012,09/2012,CPX,CPX-L1,95474,95474,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,3.0,1.0,0.0
10327,2013,02/2013,CPX,CPX-L1,95474,95474,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.62889,2.0,1.314445
10328,2013,10/2013,CPX,CPX-L1,95474,95474,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,0.09806,1.0,0.09806
10329,2013,11/2013,CPX,CPX-L1,95474,95474,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C432,DEFEITO NA CHAVE,0.17722,1.0,0.17722
10330,2013,02/2013,TBU,TBU-L3,95492,95492,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.21472,1.0,1.21472
10331,2013,07/2013,TBU,TBU-L3,95492,95492,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,0.08333,1.0,0.08333
10332,2013,08/2013,TBU,TBU-L3,95492,95492,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,1.35833,1.0,1.35833
10333,2013,09/2013,TBU,TBU-L3,95492,95492,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,0.84889,2.0,0.424445
10334,2013,04/2013,MGB,MGB-L3,95496,95496,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,7.41637,89.0,0.08333
10335,2012,01/2012,BSA,BSA-L3,1584,95610,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,27.72,18.0,1.54
10336,2012,08/2012,BSA,BSA-L3,1584,95610,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,5.25006,18.0,0.29167000000000004
10337,2014,01/2014,BSA,BSA-L3,1584,95610,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,10.90391,19.0,0.57389
10338,2014,02/2014,BSA,BSA-L3,1584,95610,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,1.53064,19.0,0.08056
10339,2014,02/2014,BSA,BSA-L3,1584,95610,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,45.05641,19.0,2.37139
10340,2014,12/2014,BSA,BSA-L3,1584,95610,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,21.6125,0.0,0.0
10341,2012,08/2012,MGB,MGB-L7,95627,95627,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,0.69528,1.0,0.69528
10342,2014,02/2014,MGB,MGB-L7,95627,95627,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,0.60833,1.0,0.60833
